,Unnamed: 0,artist,title,train,test
356,356,Jannes,Ik Wil Naar Griekenland,"ik wil niet van je dromen van je dromen wil ik niet
ik wil niet aan je denken want dat doet mij veel verdriet
en ik kijk niet naar die foto van ons twee daar in zand toen wij daar
samen lagen in het mooie griekenland

maar ik wil jou ik wil jou terug
ik wil naar griekenland ik wil de zon weer op mijn huid ik wil naar
griekenland want bij jou voel ik thuis o mijn grieks meisje
ik hoor bij jou en als ik weer bij jou ben word jij mijn vrouw

hoe lang moet dit duren
tot ik weer bij jou kan zijn
al die eenzame uren
ze doen mesteeds meer pijn
ik wil er niet aan denken wat jij zonder mij doet
misschien heb jij een ander en jij mij niet meer moest
maar ik wil jou ik wil jou terug
ik wil naar griekenland ik wil de zon weer op mijn huid ik wil naar
griekenland want bij jou voel ik thuis o mijn grieks meisje
ik hoor bij jou en als ik weer bij jou ben word jij mijn vrouw

ik wil naar griekenland ik wil de zon weer op mijn huid ik wil naar
griekenland want bij jou voel ik thuis o mijn grieks meisje
ik hoor bij jou en als ik weer bij jou ben word jij mijn vrouw","ik wil niet van je dromen van je dromen wil ik niet
ik wil niet aan je denken want dat doet mij veel verdriet
en ik kijk niet naar die foto van ons twee daar in zand toen wij daar
samen lagen in het mooie griekenland

maar ik wil jou ik wil jou terug
ik wil naar griekenland ik wil de zon weer op mijn huid ik wil naar
griekenland want bij jou voel ik thuis o mijn grieks meisje
ik hoor bij jou en als ik weer bij jou ben word jij mijn vrouw

hoe lang moet dit duren
tot ik weer bij jou kan zijn
al die eenzame uren
ze doen mesteeds meer pijn
ik wil er niet aan denken wat jij zonder mij doet
misschien heb jij een ander en jij mij niet meer moest
maar ik wil jou ik wil jou terug
ik wil naar griekenland ik wil de zon weer op mijn huid ik wil naar
griekenland want bij jou voel ik thuis o mijn grieks meisje"
357,357,Jannes,Mijn naam is...jannes,"lalalalala
ik ging met mijn vrouwtje laatst naar amsterdam
hejahejaho
vroeg iemand de weg maar hij keek mij vreemd aan
hejahejaho
hij zei nou pardon k weet niet goed wat u zegt
hejahejaho
begrijp je me niet of versta je me slecht
hejahejaho
ik heb hem in goed nederlands uitgelegd
hejahejaho
mijn naam is  jannes
kom van het platteland
al vinden ze mij een boer
nou dat doet me echt geen moer
mijn naam is  jannes
gewoon uit nederland
voor wie mij nu nog niet kent
ben een rasechte vent
hij zei wordt niet kwaad ik kom ook niet van hier
hejahejaho
ik ben hier een daggie en voor mijn plezier
hejahejaho
hij gaf me de hand en zei sorry meneer
hejahejaho
hij stelde zich voor en hij vroeg nog een keer
hejahejaho
ik ben het echt kwijt maar hoe heet u ook weer
hejahejaho
mijn naam is  jannes
kom van het platteland
al vinden ze mij een boer
nou dat doet me echt geen moer
mijn naam is  jannes
gewoon uit nederland
voor wie mij nu nog niet kent
ben een rasechte vent","lalalalala
ik ging met mijn vrouwtje laatst naar amsterdam
hejahejaho
vroeg iemand de weg maar hij keek mij vreemd aan
hejahejaho
hij zei nou pardon k weet niet goed wat u zegt
hejahejaho
begrijp je me niet of versta je me slecht
hejahejaho
ik heb hem in goed nederlands uitgelegd
hejahejaho
mijn naam is  jannes
kom van het platteland
al vinden ze mij een boer
nou dat doet me echt geen moer
mijn naam is  jannes
gewoon uit nederland
voor wie mij nu nog niet kent
ben een rasechte vent
hij zei wordt niet kwaad ik kom ook niet van hier
hejahejaho
ik ben hier een daggie en voor mijn plezier
hejahejaho
hij gaf me de hand en zei sorry meneer
hejahejaho
hij stelde zich voor en hij vroeg nog een keer
hejahejaho
ik ben het echt kwijt maar hoe heet u ook weer
hejahejaho
mijn naam is  jannes"
358,358,Jannes,Ga Maar Weg,"alles alles wou ik voor je doen
alles maar het ging je alleen maar om mijn poen
en er komt een tijd dan heb je zeker spijt
van alles wat je mij hebt aan gedaan het is te laat dus jij kunt gaan

ga maar weg ik zeg je ga maar weg
je hebt me iedere keer belogen besodemieterd en bedrogen
ga maar weg ik zeg je ga maar weg het is voorbij al heb je spijt van
alles wat je hebt gezegd

voorbij voorbij is alles alles tussen jouw en mij voorbij en naar al
die jaren ben ik weer vrij
mn hart was van steen dat kwam enkel door jouw het gevoel dat heb je
nooit gekend wat ben je voor een vrouw
ga maar weg ik zeg je ga maar weg
je hebt me iedere keer belogen besodemieterd en bedrogen
ga maar weg ik zeg je ga maar weg het is voorbij al heb je spijt van
alles wat je hebt gezegd

ga maar weg ik zeg je ga maar weg
je hebt me iedere keer belogen besodemieterd en bedrogen ga maar weg ik
zeg je ga maar weg het is voorbij al heb je spijt van alles wat je hebt
gezegd

ga maar weg ik zeg je ga maar weg
je hebt me iedere keer belogen besodemieterd en bedrogen
ga maar weg ik zeg je ga maar weg het is voorbij al heb je spijt van
alles wat je hebt gezegd

ga maar weg ik zeg je ga maar weg
je hebt me iedere keer belogen besodemieterd en bedrogen
ga maar weg ik zeg je ga maar weg het is voorbij al heb je spijt van
alles wat je hebt gezegd","alles alles wou ik voor je doen
alles maar het ging je alleen maar om mijn poen
en er komt een tijd dan heb je zeker spijt
van alles wat je mij hebt aan gedaan het is te laat dus jij kunt gaan

ga maar weg ik zeg je ga maar weg
je hebt me iedere keer belogen besodemieterd en bedrogen
ga maar weg ik zeg je ga maar weg het is voorbij al heb je spijt van
alles wat je hebt gezegd

voorbij voorbij is alles alles tussen jouw en mij voorbij en naar al
die jaren ben ik weer vrij
mn hart was van steen dat kwam enkel door jouw het gevoel dat heb je
nooit gekend wat ben je voor een vrouw
ga maar weg ik zeg je ga maar weg
je hebt me iedere keer belogen besodemieterd en bedrogen
ga maar weg ik zeg je ga maar weg het is voorbij al heb je spijt van
alles wat je hebt gezegd

ga maar weg ik zeg je ga maar weg
je hebt me iedere keer belogen besodemieterd en bedrogen ga maar weg ik
zeg je ga maar weg het is voorbij al heb je spijt van alles wat je hebt
gezegd

ga maar weg ik zeg je ga maar weg
je hebt me iedere keer belogen besodemieterd en bedrogen"
359,359,Jannes,Wel Of Niet,"k loop door de straten
alleen door de nacht
verloren en eenzaam
het heeft niets gebracht
maar dromen blijf ik van jou
het maakt me onzeker
op zoek naar geluk
mijn hart schreeuwt om liefde
maar k hoor niets terug
maar dromen dat blijf ik van jou

k gaf jou de tijd
die jij me vroeg
maar k hou het echt niet meer
die onzekerheid
elke dag steeds maar weer

wil je me wel
of wil je me niet
laat mij het maar weten
want als ik jou zie
brandt in mij een diep verlangen
maar dat van jou ken ik niet
wil je me wel
of wil je me niet
laat mij het maar weten
want als ik jou zie
brandt in mij een diep verlangen
maar dat van jou ken ik niet

ik kijk in je ogen
en hoop iets te zien
de vlam van de liefde
of veel meer misschien
maar dromen blijf ik van jou
maar jij geeft geen antwoord
ik hoor ook geen nee
toch neem ik de twijfels
steeds weer met me mee
maar dromen dat blijf ik van jou

k gaf jou de tijd
die jij me vroeg
maar k hou het echt niet meer
die onzekerheid elke dag steeds maar weer

wil je me wel
of wil je me niet
laat mij het maar weten
want als ik jou zie
brandt in mij een diep verlangen
maar dat van jou ken ik niet
wil je me wel
of wil je me niet
laat mij het maar weten
want als ik jou zie
brandt in mij een diep verlangen
maar dat van jou ken ik niet
wil je me wel
of wil je me niet
laat mij het maar weten
want als ik jou zie
brandt in mij een diep verlangen
maar dat van jou ken ik niet","k loop door de straten
alleen door de nacht
verloren en eenzaam
het heeft niets gebracht
maar dromen blijf ik van jou
het maakt me onzeker
op zoek naar geluk
mijn hart schreeuwt om liefde
maar k hoor niets terug
maar dromen dat blijf ik van jou

k gaf jou de tijd
die jij me vroeg
maar k hou het echt niet meer
die onzekerheid
elke dag steeds maar weer

wil je me wel
of wil je me niet
laat mij het maar weten
want als ik jou zie
brandt in mij een diep verlangen
maar dat van jou ken ik niet
wil je me wel
of wil je me niet
laat mij het maar weten
want als ik jou zie
brandt in mij een diep verlangen
maar dat van jou ken ik niet

ik kijk in je ogen
en hoop iets te zien
de vlam van de liefde
of veel meer misschien
maar dromen blijf ik van jou
maar jij geeft geen antwoord
ik hoor ook geen nee
toch neem ik de twijfels
steeds weer met me mee
maar dromen dat blijf ik van jou

k gaf jou de tijd
die jij me vroeg
maar k hou het echt niet meer
die onzekerheid elke dag steeds maar weer

wil je me wel
of wil je me niet
laat mij het maar weten
want als ik jou zie
brandt in mij een diep verlangen"
360,360,Jannes,Jannes hitmedley,"jannes  hitmedley
ga maar weg
ga maar weg ik zeg je ga maar weg
je hebt me iedere keer belogen besodemieterd en bedrogen
ga maar weg ik zeg je ga maar weg
het is voorbij al heb je spijt van alles wat je hebt gezegt
adio amore adio
adio amore adio jij moet niet huilen
want eens zal de zon ook voor ons
voor altijd gaan schijnen
dit afscheid dat is maar voor even
dus droog nu je tranen
adio amore adio ik kom terug
een beetje meer
ik ken jou nu al zolang
maar jij weet niet nu wat ik verlang
oohoohooh dat ga ik jou zeggen
als ik droom droom ik van jou
en zie je naast me als mn vrouw
oohoohooh wat moet ik nou
ik wil je elke dag een beetje beetje meer
mijn hartje gaat voor jou de hele dag tekeer
je maakt me stapel gek dat geef ik toe
maar van dat wachten word ik wel een beetje moe
ik wil je elke dag een beetje beetje meer
want als ik aan jou denk krijg ik de kriebels weer
ik word er crazy van maar ja wat moet ik dan
ik wil je elke dag een beetje beetje meer
laat de zon maar schijnen
laat de zon maar schijnen

lekker languit liggen hier op het strand
laat de zon maar schijnen

met een ijskoud pilsje in elke hand
nee geen wolk nee geen regen alleen maar de zon
ja ik wou dat dit leven voor altijd kon
duizend bloedmooie vrouwen
mijn hart slaat op hol
ja het is hier te gek
dit hou ik wel vol
laat de zon maar schijnen

lekker languit liggen hier op het strand
laat de zon maar schijnen

met een ijskoud pilsje in elke hand
ga dan
als jou leven geen dag meer wat zin heeft met mij
nou ga dan
en wat je gisteren nog zei is dat nu echt voor bij
nou ga dan
als je denkt dat de tijd voor jou zinloos verstrijkt
elke dag steeds maar weer op die andere lijkt
en de liefde van mij jou dan toch niet bereikt
nou ga dan
ga dan 
ik vraag het je ga dan
als je beter kunt krijgen dan moet je daar blijven maar ga dan
vragen 
ik stel je geen duizend vragen
het komt toch nooit meer goed
ook al mis ik je nu al dagen
vragen 
ik stel je geen duizend vragen
het komt toch nooit meer goed
ook al mis ik je nu al dagen","jannes  hitmedley
ga maar weg
ga maar weg ik zeg je ga maar weg
je hebt me iedere keer belogen besodemieterd en bedrogen
ga maar weg ik zeg je ga maar weg
het is voorbij al heb je spijt van alles wat je hebt gezegt
adio amore adio
adio amore adio jij moet niet huilen
want eens zal de zon ook voor ons
voor altijd gaan schijnen
dit afscheid dat is maar voor even
dus droog nu je tranen
adio amore adio ik kom terug
een beetje meer
ik ken jou nu al zolang
maar jij weet niet nu wat ik verlang
oohoohooh dat ga ik jou zeggen
als ik droom droom ik van jou
en zie je naast me als mn vrouw
oohoohooh wat moet ik nou
ik wil je elke dag een beetje beetje meer
mijn hartje gaat voor jou de hele dag tekeer
je maakt me stapel gek dat geef ik toe
maar van dat wachten word ik wel een beetje moe
ik wil je elke dag een beetje beetje meer
want als ik aan jou denk krijg ik de kriebels weer
ik word er crazy van maar ja wat moet ik dan
ik wil je elke dag een beetje beetje meer
laat de zon maar schijnen
laat de zon maar schijnen

lekker languit liggen hier op het strand
laat de zon maar schijnen

met een ijskoud pilsje in elke hand
nee geen wolk nee geen regen alleen maar de zon
ja ik wou dat dit leven voor altijd kon
duizend bloedmooie vrouwen
mijn hart slaat op hol
ja het is hier te gek
dit hou ik wel vol
laat de zon maar schijnen

lekker languit liggen hier op het strand
laat de zon maar schijnen

met een ijskoud pilsje in elke hand
ga dan
als jou leven geen dag meer wat zin heeft met mij
nou ga dan
en wat je gisteren nog zei is dat nu echt voor bij
nou ga dan
als je denkt dat de tijd voor jou zinloos verstrijkt
elke dag steeds maar weer op die andere lijkt"
361,361,Jannes,Een Beetje Meer,"ik ken jou nu al zo lang
maar jij weet niet wat ik verlang
ooohohohooohooho dat ga ik jou zeggen

als ik droom droom ik van jou
en zie je naast me als mn vrouw
ooohohohooohooho wat moet ik nou

ik wil je elke dag een beetje beetje meer
mijn hartje gaat voor jou de hele dag tekeer
je maakt me stapelgek dat geef ik toe
maar van dat wachten word ik wel een beetje moe
ik wil je elke dag een beetje beetje meer
want als ik aan jou denk krijg ik de kriebels weer
ik word er crazy van maar ja wat moet ik dan
ik wil je elke dag een beetje beetje meer
t is mischien een rare vraag
maar t liefste wil ik jou vandaag
ooohohohooohooho ik kan niet meer wachten

zeg me wat jij voelt voor mij
en maak me met jouw liefde blij
ooohohohooohooho en kom bij mij


ik wil je elke dag een beetje beetje meer
mijn hartje gaat voor jou de hele dag tekeer
je maakt me stapelgek dat geef ik toe
maar van dat wachten word ik wel een beetje moe
ik wil je elke dag een beetje beetje meer
want als ik aan jou denk krijg ik de kriebels weer
ik word er crazy van maar ja wat moet ik dan
ik wil je elke dag een beetje beetje meer

ik word er crazy van maar ja wat moet ik dan
ik wil je elke dag een beetje beetje meer","ik ken jou nu al zo lang
maar jij weet niet wat ik verlang
ooohohohooohooho dat ga ik jou zeggen

als ik droom droom ik van jou
en zie je naast me als mn vrouw
ooohohohooohooho wat moet ik nou

ik wil je elke dag een beetje beetje meer
mijn hartje gaat voor jou de hele dag tekeer
je maakt me stapelgek dat geef ik toe
maar van dat wachten word ik wel een beetje moe
ik wil je elke dag een beetje beetje meer
want als ik aan jou denk krijg ik de kriebels weer
ik word er crazy van maar ja wat moet ik dan
ik wil je elke dag een beetje beetje meer
t is mischien een rare vraag
maar t liefste wil ik jou vandaag
ooohohohooohooho ik kan niet meer wachten

zeg me wat jij voelt voor mij
en maak me met jouw liefde blij
ooohohohooohooho en kom bij mij


ik wil je elke dag een beetje beetje meer
mijn hartje gaat voor jou de hele dag tekeer
je maakt me stapelgek dat geef ik toe
maar van dat wachten word ik wel een beetje moe"
362,362,Jannes,Ik wil ՙn boerenmeid,"k was in veel steden
in london en milaan heb ik ooit gestaan
maar k heb er geleden
was ik toch maar nooit gegaan
ach vrouwen ja vrouwen
ik heb er daar misschien veel te veel gezien
geen een om te trouwen
nee mij niet gezien

ik wil een meisje van het platte land
mooi en lief met ballen en verstand
geen typ die over nagels bakkeleit
ik wil n boerenmeid
ik zoek geen trutje maar een lekker ding
die gewoon een hollands liedje zingt
zo een die er nog in een hooi bij vrijt
ik wil n boerenmeid
k was ook in rome
k wist niet wat ik zag
op die zomerdag
ik dacht daar moet ik niet aan komen
want dan werk ik dag en nacht
ik zoek toch geen vrouwtje
met de hare in de lak rijdend in een luxe bak
geef mij maar zon echte
met een gouden hart

ik wil een meisje van het platte land
mooi en lief met ballen en verstand
geen typ die over nagels bakkeleit
ik wil n boerenmeid
ik zoek geen trutje maar een lekker ding
die gewoon een hollands liedje zingt
zo een die er nog in een hooi bij vrijt
ik wil n boerenmeid

ik wil een meisje van het platte land
mooi en lief met ballen en verstand
geen typ die over nagels bakkeleit
ik wil n boerenmeid
ik zoek geen trutje maar een lekker ding
die gewoon een hollands liedje zingt
zo een die er nog in een hooi bij vrijt
ik wil n boerenmeid","k was in veel steden
in london en milaan heb ik ooit gestaan
maar k heb er geleden
was ik toch maar nooit gegaan
ach vrouwen ja vrouwen
ik heb er daar misschien veel te veel gezien
geen een om te trouwen
nee mij niet gezien

ik wil een meisje van het platte land
mooi en lief met ballen en verstand
geen typ die over nagels bakkeleit
ik wil n boerenmeid
ik zoek geen trutje maar een lekker ding
die gewoon een hollands liedje zingt
zo een die er nog in een hooi bij vrijt
ik wil n boerenmeid
k was ook in rome
k wist niet wat ik zag
op die zomerdag
ik dacht daar moet ik niet aan komen
want dan werk ik dag en nacht
ik zoek toch geen vrouwtje
met de hare in de lak rijdend in een luxe bak
geef mij maar zon echte
met een gouden hart

ik wil een meisje van het platte land
mooi en lief met ballen en verstand
geen typ die over nagels bakkeleit
ik wil n boerenmeid
ik zoek geen trutje maar een lekker ding
die gewoon een hollands liedje zingt
zo een die er nog in een hooi bij vrijt
ik wil n boerenmeid"
363,363,Jannes,Laat de zon maar schijnen,"ik lig te dromen van deze zomer
oheo oheo
er is te snel weer een eind aan gekomen
oheo oheo
tropische klanken hoor ik nog elke nacht
ja deze zomer heeft zoveel moois gebracht

laat de zon maar schijnen
lekker lang uit liggen hier op het strand
laat de zon maar schijnen
met een ijskoud pilsje in elke hand
nee geen wolk nee geen regen alleen maar de zon ja ik wou dat ik leven
voor altijd kon
 bloedmooie vrouwen mijn hart slaat op hol
ja het is hier te gek dit houd ik wel vol
laat de zon maar schijnen
lekker lang uit liggen hier op het strand
laat de zon maar schijnen
met een ijskoud pilsje in elke hand

laat de zon maar schijnen
lekker lang uit liggen hier op het strand
laat de zon maar schijnen
met een ijskoud pilsje in elke hand
nee geen wolk nee geen regen alleen maar de zon
ja ik wou dat ik leven voor altijd kon
 bloedmooie vrouwen mijn hart slaat op hol
ja het is hier te gek dit houd ik wel vol

laat de zon maar schijnen
lekker lang uit liggen hier op het strand
laat de zon maar schijnen
met een ijskoud pilsje in elke hand","ik lig te dromen van deze zomer
oheo oheo
er is te snel weer een eind aan gekomen
oheo oheo
tropische klanken hoor ik nog elke nacht
ja deze zomer heeft zoveel moois gebracht

laat de zon maar schijnen
lekker lang uit liggen hier op het strand
laat de zon maar schijnen
met een ijskoud pilsje in elke hand
nee geen wolk nee geen regen alleen maar de zon ja ik wou dat ik leven
voor altijd kon
 bloedmooie vrouwen mijn hart slaat op hol
ja het is hier te gek dit houd ik wel vol
laat de zon maar schijnen
lekker lang uit liggen hier op het strand
laat de zon maar schijnen
met een ijskoud pilsje in elke hand

laat de zon maar schijnen
lekker lang uit liggen hier op het strand
laat de zon maar schijnen
met een ijskoud pilsje in elke hand
nee geen wolk nee geen regen alleen maar de zon
ja ik wou dat ik leven voor altijd kon"
364,364,Jannes,Ga Dan,"als jouw leven
geen dag meer wat zin heeft met mij
dan ga dan
en wat je gisteren nog zei
is dat nu echt voorbij
dan ga dan

als je denkt dat de tijd
voor jou zinloos verstrijkt
elke dag steeds maar
weer op die ander lijkt
en de liefde van mij
jou dan toch niet bereikt
dan ga dan
ga dan
ik vraag het je
ga dan
als je beter kunt krijgen
dan moet je daar blijven
maar ga dan
vragen
ik stel je geen  vragen
het komt toch nooit meer goed
ook al mis ik je nu al dagen

als je vindt dat je graag
ergen anders wilt zijn
dan ga dan
en het lijkt je daar beter
je vind het er fijn
dan ga dan
ik begrijp het niet goed
daarom valt het me zwaar
dat je straks niet meer
thuis komt dat vind ik wel raar
nou dan worden die praatjes van jou
toch nog waar  dus ga dan

ga dan
ik vraag het je
ga dan
als je beter kunt krijgen
dan moet je daar blijven
maar ga dan
vragen
ik stel je geen  vragen
het komt toch nooit meer goed
ook al mis ik je nu al dagen
als je denkt dat die ander
belangrijker is dan ga dan
en het kan jou niet schelen
hoeveel ik je mis nou ga dan

als je mij ooit gaat missen
dan krijg je berouw
ooit beloofde je mij
toch die eeuwige trouw
het had mooi kunnen zijn
maar het lijkt nu voorbij
dus ga dan

ga dan
ik vraag het je
ga dan
als je beter kunt krijgen
dan moet je daar blijven
maar ga dan
vragen
ik stel je geen  vragen
het komt toch nooit meer goed
ook al mis ik je nu al dagen

vragen
ik stel je geen  vragen
het komt toch nooit meer goed
ook al mis ik je nu al dagen","als jouw leven
geen dag meer wat zin heeft met mij
dan ga dan
en wat je gisteren nog zei
is dat nu echt voorbij
dan ga dan

als je denkt dat de tijd
voor jou zinloos verstrijkt
elke dag steeds maar
weer op die ander lijkt
en de liefde van mij
jou dan toch niet bereikt
dan ga dan
ga dan
ik vraag het je
ga dan
als je beter kunt krijgen
dan moet je daar blijven
maar ga dan
vragen
ik stel je geen  vragen
het komt toch nooit meer goed
ook al mis ik je nu al dagen

als je vindt dat je graag
ergen anders wilt zijn
dan ga dan
en het lijkt je daar beter
je vind het er fijn
dan ga dan
ik begrijp het niet goed
daarom valt het me zwaar
dat je straks niet meer
thuis komt dat vind ik wel raar
nou dan worden die praatjes van jou
toch nog waar  dus ga dan

ga dan
ik vraag het je
ga dan
als je beter kunt krijgen
dan moet je daar blijven
maar ga dan
vragen
ik stel je geen  vragen
het komt toch nooit meer goed
ook al mis ik je nu al dagen
als je denkt dat die ander
belangrijker is dan ga dan
en het kan jou niet schelen
hoeveel ik je mis nou ga dan

als je mij ooit gaat missen
dan krijg je berouw
ooit beloofde je mij
toch die eeuwige trouw
het had mooi kunnen zijn
maar het lijkt nu voorbij
dus ga dan
"
365,365,Jannes,De Hele Wereld Mag Het Weten,"ik vond bij jou ooit mijn geluk
het werd n eindeloze vlucht
al vliegt die tijd wel snel voorbij
toch ben je hier nog dicht bij mij

wat zou ik zonder jou toch zijn
heel die gedacht doet me pijn
jij bent voor mij toch zo apart
daarom zeg ik met heel mn hart

de hele werled mag het weten
ik kan jou zomaar niet vergeten
dat ik stapel op jou ben
zolang dat ik jou ken heb ik geen gemis
ik wil t van de daken schreeuwen
ik blijf mn hele leven met jou delen
zolang dat ik van jou blijf dromen weet ik wat liefde is
we hebben nu n fijn gezin
daarom dat ik voor jou zing
dat is n lied alleen voor jou
omdat ik zoveel van je hou

al ben ik heel vaak weg van huis
en kom ik s nachts ook heel laat thuis
brandt er n lichtje voor het raam
en fluister jij zacht mijn naam

","ik vond bij jou ooit mijn geluk
het werd n eindeloze vlucht
al vliegt die tijd wel snel voorbij
toch ben je hier nog dicht bij mij

wat zou ik zonder jou toch zijn
heel die gedacht doet me pijn
jij bent voor mij toch zo apart
daarom zeg ik met heel mn hart

de hele werled mag het weten
ik kan jou zomaar niet vergeten
dat ik stapel op jou ben
zolang dat ik jou ken heb ik geen gemis
ik wil t van de daken schreeuwen
ik blijf mn hele leven met jou delen
zolang dat ik van jou blijf dromen weet ik wat liefde is
we hebben nu n fijn gezin
daarom dat ik voor jou zing
dat is n lied alleen voor jou
omdat ik zoveel van je hou
"
366,366,Jannes,Amigo ...... Adios Kleine Vriend,"t was in een land heel ver hier vandaan
liep jij verloren op straat
jouw kleine handje vroeg mij om geld
kreeg het toen even te kwaad
ik gaf hem alles wat ik toen had
nooit zag ik zon blije lach
en met veel pijn in mijn hart
zei ik hem gedag

amigo adios kleine vriend
de straat heb jij echt niet verdiend
geen liefde geen arm om je heen
daar sta jij weer alleen
ik kom op een dag bij jou terug
en breng jou een beetje geluk
dan maak ik jouw dromen nog waar
adios au revoir
adios amigo kleine vriend
jij hebt een beter lot verdiend
zo heel alleen
ja ik kom zeker bij jou terug
en breng een handje vol geluk

amigo adios kleine vriend
de straat heb jij echt niet verdiend
geen liefde geen arm om je heen
daar sta jij weer alleen
ik kom op een dag bij jou terug
en breng jou een beetje geluk
dan maak ik jouw dromen nog waar
adios au revoir

dan maak ik jouw dromen nog waar
adios arevoire","t was in een land heel ver hier vandaan
liep jij verloren op straat
jouw kleine handje vroeg mij om geld
kreeg het toen even te kwaad
ik gaf hem alles wat ik toen had
nooit zag ik zon blije lach
en met veel pijn in mijn hart
zei ik hem gedag

amigo adios kleine vriend
de straat heb jij echt niet verdiend
geen liefde geen arm om je heen
daar sta jij weer alleen
ik kom op een dag bij jou terug
en breng jou een beetje geluk
dan maak ik jouw dromen nog waar
adios au revoir
adios amigo kleine vriend
jij hebt een beter lot verdiend
zo heel alleen
ja ik kom zeker bij jou terug
en breng een handje vol geluk

amigo adios kleine vriend
de straat heb jij echt niet verdiend
geen liefde geen arm om je heen
daar sta jij weer alleen"
367,367,Jannes,Laat me vrij,"laat me vrij
ik wil liever op eigen benen staan
laat me vrij
en mijn vleugels nu maar zelf uitslaan
ik wil zweven op de wolken voort gedreven door de wind
laat me vrij
zodat ik geluk misschien nog vind

als je zegt dat jij echt van mij houdt
mij die jaren steeds heb vertrouwd
als je wilt dat ik gelukkig ben nou dan laat je me vrij
t ligt niet aan jou als ik je weer vraag maar weet dat r geen ander is
want het liefste ga ik weg vandaan heb mijn leven gemist
laat me vrij
ik wil liever op eigen benen staan
laat me vrij
en mijn vleugels nu maar zelf uitslaan
ik wil zweven op de wolken voort gedreven door de wind
laat me vrij
zodat ik geluk misschien ook vind
","laat me vrij
ik wil liever op eigen benen staan
laat me vrij
en mijn vleugels nu maar zelf uitslaan
ik wil zweven op de wolken voort gedreven door de wind
laat me vrij
zodat ik geluk misschien nog vind

als je zegt dat jij echt van mij houdt
mij die jaren steeds heb vertrouwd
als je wilt dat ik gelukkig ben nou dan laat je me vrij
t ligt niet aan jou als ik je weer vraag maar weet dat r geen ander is
want het liefste ga ik weg vandaan heb mijn leven gemist
laat me vrij
ik wil liever op eigen benen staan
laat me vrij
en mijn vleugels nu maar zelf uitslaan"
368,368,Jannes,Eens,"een dan kom je bij me terug
want bij mij ligt jouw geluk
eens wordt het allemaal weer anders
neem mij toch mee op deze vlucht
want eens dan sta je weer voor mij
dan is alles weer voorbij
nu heb ik jou slechts in mijn dromen
toch komt die dag steeds dichterbij

jij zocht nog heel even naar wat vrijheid
jij was nog niet aan ons beiden toe
nog te jong je wilde eerst genieten
al wist jezelf niet eens waarom en hoe
toch vroeg jij mij om op jou te wachten
smeekte mij alleen nog om wat tijd
veel te lang zijn al mijn stille nachten
al weet ik nee ik ben jou nog niet kwijt

een dan kom je bij me terug
want bij mij ligt jouw geluk
eens wordt het allemaal weer anders
neem mij toch mee op deze vlucht
want eens dan sta je weer voor mij
dan is alles weer voorbij
nu heb ik jou slechts in mijn dromen
toch komt die dag steeds dichterbij

 tekst en muziek e hartkamp","een dan kom je bij me terug
want bij mij ligt jouw geluk
eens wordt het allemaal weer anders
neem mij toch mee op deze vlucht
want eens dan sta je weer voor mij
dan is alles weer voorbij
nu heb ik jou slechts in mijn dromen
toch komt die dag steeds dichterbij

jij zocht nog heel even naar wat vrijheid
jij was nog niet aan ons beiden toe
nog te jong je wilde eerst genieten
al wist jezelf niet eens waarom en hoe
toch vroeg jij mij om op jou te wachten
smeekte mij alleen nog om wat tijd
veel te lang zijn al mijn stille nachten
al weet ik nee ik ben jou nog niet kwijt

een dan kom je bij me terug
want bij mij ligt jouw geluk
eens wordt het allemaal weer anders
neem mij toch mee op deze vlucht"
